clean_tweet,label,
የመጀመሪያው ትልቁ ችግር፤ ሠነዱ፣ የጋራ የምንለውን ሀገራዊ ታሪክ አኮስሶ፣ የየአካባቢውን በተለይም የተወሰኑ ህዝቦች ታሪክ አድርጐ ያስቀምጣል፡፡ ትልቁን ታሪክ አኮስሶ፣ የየአካባቢው…,0,
እሺ ደርሶብሽ እይው ሌላ ምን እላለሁ እኔ??,0,
መሬት ላይ ያለ ሰው አለ ተረቱ,0,
ትንሽ ጠብቅ ይዞህ ይሀዳል,0,
በአሁን ሰአት ኢትዬጲያ ውስጥ ገዢ ፓርቲ እንደለለ አስተውለዋል?ኢህአዴግ በጉባኤ ፈርሳለች የኢትዬጲያ ብልፅግና ፓርቲም ሳትመሰረት ትከስማለች!ለ2012ምርጫ አዳዲስ ፓርቲዎች እርስበርስ…,0,
እንዴ እረ ተረጋጉ እሱ ያለው ድሮ እኛ በሰጠናቸው መሳርያ ነው የገደሉን አሁን ግን ዱላ ብቻ ነው ምንሰጣቸው ያው አህያ በዱላ ተደብድቦ አልሞትም ለማለት ነው.N’wa…,0,
ሞት እና ጥፋት ቤተሰብዎ ይጠሉዎታል ፣ ይህንን ካነበቡ መሳም አለብኝ እና አሁን ሁለት እና አሁን ሶስት ናቸው ፡፡  ሞት እና ጥፋት ቤተሰብዎ በድንጋጤ ይሞታሉ,0,
ባለፈው ራሱ አንዱ ተስብሳቢ ለ ዶ/ር ዐቢይ ይቺን ስጥልኝ ብሎ የሆነ ዶክመት ሲሰጠው የመለሰው መልስ ሲያደክመኝ ነበር ??,0,
????.... ምቀኛ አይጥፋ እውነት,0,
11 fake ዘይትና 7 fake ጨው በሚሸጥበት ሀገር ውስጥ ግን እንዴት ነው ምግብ ቤት አምነን የምንመገበው?,0,
አብይና የአብይ አስተዳዳር ድሮ ከተተከሉ ትልልቅ ዛፎች ይልቅ እሱና እሱን መሰል ካድሬዎች ፎቶ የሚነሱባቸውን ችብሀዎች ክብር ይሰጣሉ! ምድረ አስመሳይ ፀረ ኢትዮጵያ!,0,
ምን አገናኘው አርሰናል፣ ማንቺስተር፣ ሊቨርፑል    ወዘተ..... አይመቸኝም,0,
ኣቶ ደመቀ መኮንን: ድሮ ኣድርባይ ኣንጋሾች ነበርን    አቶ ቧ ያሌው:  ከፊት ያለው አረፋ ነው,0,
ተመሳስሎብህ ነው እሱ አይደለም,0,
የሀገሬ የቁም እንስሳት ቁጥር እያሻቀበ ነው: ድሬዳዋ ዩኒ. ተማሪውን ከህንጻ ላይ ወርውረው የገደሉትን ከብቶች በጎንደር/ጠገዴ ደግሞ ክፋና ደግ መለየት የማይችሉ 6 ህጻናት የረሸኑ…,0,
እውሮፓዊ  ፍሽዝምን የቀጣ  ትውልድ  የልጅ  ልጆች  እስላማዊ  አክራሪዎች  ሊበታትኗት  ያሰቧትን  ኢትዮጵያን  በመደራጀት  በፅንፍም  ቢሆን  መታደግ  ግድ  ይላቸዋል!  አበቃሁ!,0,
እንዴት ነው እዚህ ደረጃ ላይ የደረስነው? እንዴት ነው የተጨካከንነው የሚሉ ጥያቄዎች በየአቅጣጫውና በየምክንያቱ እየተደመጡ ነው። መጠየቅ የመፈወስ ጅማሮ ነው። እ…,0,
ዘረኝነት =ዝቅተኝነት =አእምሮ ዝቅተኝነት= ሗላ ቀርነትን ነው ሚያሳየው.ፈረንጅ አንድ ዶላር ቢወረውርለት የኛ ሰው እነሱን አጎንብሶ ይገዛላቸዋል:: የራሱን እያንቋሸ…,0,
ዘግናኝ,0,
ኃጢአተኛ ነፍስህ ከድነት በላይ ነው እናም ሰላምን እና ህመምንም አታውቅም ፣ ብቸኛው የባዶነት ቅዝቃዜ ብቻ ነው የንስሐ ጊዜ ተጠናቅቋል ፣ ምክንያቱም ጥፋቶችህ በክፉ ዓይነትህ ከማንኛውም ተልእኮ ይበ…,0,
የኔ ሀሳብ ካልሆነ አገር ትፈርሳለች ነው እምትለው 7ኛው ህልመኛው ንጉስ ። አቦ አናትክ ይፍረስና ትሸነፋለክ ፣ሀሳብህም ውሃ ይበላዋል ለማየት ያብቃክ,0,
በተጎሳቆል ህይወቴ ውስጥ የት እንደሄድሁ አላውቅም   ??,0,
ይህን የባንዲራ ጣዖት ከቤተክርስቲያን አውጡ። ይህ ጣዖት የቤተክርስቲያንን አንድነት የሚከፋፍል ነው። እባካችሁ ይህን የመለያየት ጣዖት ታቦተ ጽዮን ካለችበት ከመንበሩ አውጡ!  ጎዶል…,0,
???????? አጋር ፓርቲም ሆኖ የመኖር ፍላጎት አሳይታለች....አሮጊቷ ??????,0,
በርቺ ይሄ ትክክል አይደለም,0,
እኔና ለማ መገርሳ እሚለየን መቃብር ብቻ ነው። ኣብይ አህመድ አቤት ክህደት መጨረሻ,0,
እቺ ጠጋ ጠጋ እቃ ለማንሳት ነው ፌሪዬ,0,
ልክ የሌለዉ የዶክተር ዐብይ መንግሥት ትግስት እንዳንተ አይነቱን ልክፍታም እያስጨፈረብን ነዉ። የአህያ ሥጋ አልጋ ሲሉት መሬት ቦታክ ከርቸሌ ነዉ!,0,
የኦነግ አክራሪና የቅኝ ተገዥነት ፖለቲካ ከግብጽ እንደተቀዳ የሚገባህ በአቶ ገዱ እንግሊዝኛ እኩል ሙድ ለመያዝ ሲሞክሩ ነው።,0,
ጤነኛ ሰው ጸረ ለማ መገርሳ ሆኖ አይቆምም ካላበደ በቀር እብዳችሁን ደግሞ ዘመዶቹ እሰሩልን! I like it!,0,
በውኑ ከኢህአዴግ ይህንን መጠበቅ ከንቱ አይደለምን?,0,
በሰለጠነ ህዝብ ቢሆን በተቃውሞ የድርጅቱ ሃላፊው ከስልጣን ያስነሳ ነበር የኛ ህዝብ ግን እያለቀሰ ያጨበጭባል,0,
አመት የሞጣ ቆሞጬ መሰጊድ የነኮ የሚያልቅበት ያርገዉ አላህ ይበቀላቸዉ,0,
ነገር ፍለጋ በቃ አሪፍ ሚያስብል ምስሎሽ ነው አይደል መስፍኔ,0,
ትርጉም ትገድላለች፡፡ ስጋዊ ትርጉም በተለይ አንድ አይደለም ሚሊዮን ህዝብ ገደል ወስዳለች፡፡,0,
በሰራው ጥፋት ልኩን ያገኛል። አትጠራጠር ነገ ሌላ ቀን ነው።,0,
ትግርኛ ገባኝ ስል ይሄው ያራዳ ቋንቋ እያመጣ ግራ ሚያጋባኝ ልጅ ???♂️,0,
ስላልደረሰብህ ልብ አላልከው ይሆናል እንጂ በእምነት ታቋማት ላይ ያነጣጠረ ጥቃት ከተጀመረ ቆይቷል !  አሁን ልክ እንደ አዲስ ክስተት ከበሮ አትደልቁብን:: ራስ ወዳድነት አይጠቅምም !,0,
የሰሞኑ የአዲስ አበባ ሴት ነን ተብዬዎች ትዊት ምታደርጉት ሁሉ ለዛው ጠፍቷል,0,
ሳይሰማ... አሉ ??  ኧረ ወገን ላይፍን እኮ ሆን ብለው እያከበዱ ነው ??,0,
ነገ ማታ ምን ልበላው?,0,
እኔ እምለው አሁን ወተው መናገር ስለቻሉ ነው ወይስ ድሮም አንዲ ደደቡ ብዙ ነበረ? ??,0,
ሰላም የለም ፣ በዚህ ዓለም ውስጥ ደስታን ለማግኘት የሚሞክሩት ሥቃዮች ብቻ ናቸው የፈጠሩን እና ተስፋ የቆረጡ አማልክት ሁሉ አሮጌውን ማስወገድ እና ይህን ጥ…,0,
ኣረ አማራ ክልል ወደ ትግራይ ተጠቃለሉ,0,
አብይ  አህመድ  ብልፅግናን  ካልመረጣችሁ  ኢንተርሃምዌ  ይፈጠራል  እያለ  በአውርቶ  አደሮቹ  ፕሮፓጋንዳ  መርጨት  ጀምሮአል! የጌታው  የመለስ  ዜናዊ  ልጅ!,0,
በለው! ?? እሺ እንግዲህ,0,
የብልጽግና ፓርቲ ስኬት አብዮታዊ ዴሞክራሲን በመገርሰሱ ሳይሆን ፌደራሊዝምን በአግባቡ ለመተግበር በሚኖረው ተነሳሽነት ላይ ይሆናል። አጋር ክልሎችን አባል ማድረጉ ጥሩ ጅማሮ ነው።,0,
ጥረው ግረው ያገኙት ሀብት አይመስልም ??,0,
ይቅርታ ይጠይቃል ብዬ ስጠብቅ ጭራሽ ይጃጃላል እንዴ? ኤጭጭ,0,
እጃቸዉን መሰደድ ይችላሉ እኛ ደሞ አብረን ሠባብረን ስም ቀይረዉ እንዳይመጡ እናረጋቸዋለን ምድረ የበሰበሰ የአሮጌ ሽማግሌ ጥርቅም,0,
ሁላችንም የእግዚብሔርን ክብር አንኳሰናል፡፡ እንዴት? ከእርሱ በላይ ሌሎች ነገሮችን በመምረጥ፡፡ ባለማመስገን፣ በእርሱ ባለመታመንና ባለመታዘዝ፡፡ በመሆኑም…,0,
assad2icc ይህ ሰው በአለም አቀፍ የወንጀል ህግ ይጠየቅልን,0,
እኔም የውሸት መስሎኝ ነበር። ብልፅግና  ኢዜማን የሚፈልገው በምርጫ ማግስትና ያም ቢሆን ጥሩ ውጤት ካመጣ ነው። እስከዛ ግን ተፎካካሪ ወይም ተቃዋሚ ፓርቲ ነኝ…,0,
ቱልቱላ ሁላ ዘመናችሁን በቃ ስትፎክሩ ስታነበንቡ እስከኣሁን ከታሪክ አልተማራችሁም...ገና የኤርትራ ህዝብ ጥሩ ኣርጎ ያስተምራችሗል ዶማ ራስ…,0,
በጣም! በየቦታው ብትሄድ ከተማዋን የሞላው የኛ ያልሆነ ነገር ነዉ።  ብቻ የሚዲያ ሰዎች ተሽለዉ መገኘት ሲገባቸዉ ነገሩን ማራገባቸዉ ደስ አይልም።,0,
መቼም ሪል ኢንጅነር አይሆንም ብሎ ነው,0,
እንደማጣቀሻ የምትጠቀማቸው ሰዋች ሁሉ ስማቸው ላይ ገብረ ምናምን አይጠፉውም  ለምን ይሆን  ?,0,
እንዳትጠፉ ትጉና ፀልዩ! ሶስተኛው የዓለም ጦርነት ተጀምሯል እንሆ እያኮበኮበ ነው!,0,
የትምህርት አመራርስ ካድሬ አይደለምን? ትምህርት ሚኒስቴር በሀሰተኛ የአፈፃፀም ሪፖርት የተካነ ተቋም አይደለምን?  የትምህርት ሪፎርም ሥራው በገለልተኛ አማካሪ ካልተከናወነ በቀር ካለ…,0,
ድርጅትዎ የጅብ ችኩል ቀንድ ይነክሳል  ሆኖ ሰኔ 15 በኋላ ጭጭ ብላችኋል ??,0,
አሁንስ ተስፋ ቆረጥኩ ። በሀገሬ መቼ ይሆን ሰው ሳይገደል የሚያድረው?,0,
ውሃ ቅዳ ውሃ መልስ የኢትዮጵያ ፖለቲካ ቀጥ ያለ ሲታጣ ይመለመላል ጎባጣ  ሆነ እኮ ነገሩ::,0,
ወያኔ ከሲኒየርነት......ወርዳ ጁኒየር ?? የአጋር ፓርቲነት ሚና ለመጫወት መወሰኗን ስትሰማ-> ለማረጥ የደረሰች ሴት ወንድ አታማርጥም አይነት ነገር ????,0,
ይለወጣሉ ፣ የሚሰማቸው ህመም ሊቋቋሙት የማይችሉት ይለብቻዎ ትሆናላችሁ ፣ የምትወዳቸው ZIMZIMZALABIM ZIMZIMZALABIM  O      O     O      O…,0,
ያበደ,0,
አሜሪካን አትንካ ከዚህ ሰፈር ቀልድና ሴራ መቀመቅ ይከትሃል።,0,
ንፁህ የብልፅግና ተስፋ❤❤??????????,0,
የፈረንጆች አመት ለሰው ልጆች ደንታ የሌለው: በቀን አንዴ መብላት የማይችል ሃገር ለፈጠረው እና ሃዘኔታ ለማይሰማው: በጥቅሉ የኢትዮጵያን ነባራዊ ሁኔታ መረዳት ለማይች…,0,
ውሸታም,0,
ለመድሃኒት መግዣ የሚሆን የውጭ ምንዛሬ በአግባቡ የሌላት ሃገር ቻይናና ቱርክ በገፍ ያመረቱትን የገና አባት ተበዮውንና የራሷን ህዝብ የባህል አልባሳት ሚሊዮን ዶላሮች አፍስሳ ኢምፖ…,0,
ዜና የቤኒሻንጉል ጉሙዝ ክልል ምክር ቤት የከተማ ልማት፣ ንድግ፣ ኢንዱስትሪ ትራንስፖርትና የፋይናንስ ጉዳዮች  ኮሚቴ ሰብሳቢ ክቡር አቶ አብዱልሃይ ሶጃር ዛሬ ከጠዋቱ 1:30 ወደ ነ…,0,
እስቲ በመረጃ አስደግፊው ቤ/ክርስቲያኑንም ማለቴ በቪዲዮ ዝም ብሎ መቀደድ አይደለም,0,
ይሄን ያህል መብት የሠጠ መንግስት ነዉ የህግ ከለላዉ ለአራጁ ቄሮ ጀዋር ለሚመራዉ ቄሮ ይሄን ያህል ስልጣን ሠቶ እያሣረደና እያስገደለ ያለ መንግስት ነዉ,0,
ለውጡ ?? ???? ለውጡ እኮ ብልፅግና ፓርቲ መስርቶ ሌላ አምባገነን ስርዓት መገንባት አይደለም,0,
የቦታው አመራረጥ ግን እንዴት ነው?ክፍት ቦታ እያለ መሃል ኣሰፋልቱ መሰራት ሲገባው ሓወልቱ ወደ ሱቆቹ በጣም ተጠግቶ መሰራቱቱ ግራ ያጋባል።,0,
ያ እውነት አይደለም,0,
ደካማ የተረኝነት ስሜት ያለህ ጠባብ,0,
የወያኔ ዓይነት የደንቆሮ መንግሥትም ወደፊት በኢትዮጵያ ውስጥ እድል አይኖረውም።,0,
እኔ ሚመስለኝ ከሆንክም የምታታልለው ምስኪኑ የአማራን ጠላት ነህ። ወያኔ የጫነብህ የዘር አስተሳብህን ደብቀህ ሳናውቅ ለብዙ ግዜ ሸውደህናል። አሁን ተነቃብሽ ዘረኛ ነህ,0,
አንዳንድ የጠገቡ ከብቶች እንደ ሰው ካልተቆጠርን ብሎ እያስቸገሩን ነው።,0,
እታይ ሞ ዚ 30 ዓመት  ንኽደይ ሰላም ዘይበለ ቢአዱ ሰላም ንባዕሉ እበር ሰላም ናይ ህዝቢ ዩ ዘደለና ዘሎ።,0,
አዉቄአለሁ ብይአለዉ ቪዲዬዉ እራሡ የለጠፉት የዉሸት ነዉ መስቀል ላይ የተቀረፀ ነዉ ሌላዉ አታክ እያረጉ ያሉት የአማራን ብህሬተኝነትንና የአማራን ነገስታት ምንም ከ…,0,
የኔ እመቤት ቋንቋዉን አለመናገርሽ ሊወቀስ የሚገባዉ አንቺና ቤተሠብሽ እንጂ ሲዳማ ብሎ ክልልሽን አክብሮልሽ የነበረወስርአት አይደለም አንተ ኢዜማ…,0,
ልክ በፊት በአጠቃላይ አገሪቱ የነበረው አመራር፤  የማስፈራራት፣ የአፈና፣ የማሰር፣ የማሰቃየትና የግድያ ህግ በትግራይ ክልል ብቻ በቁርጠኝነት ስለቀጠለ!,0,
በቃ ፕሮፌሰር መራራ አማራን ነፍጠኛ እያሉ የጥላቻ ቅስቀሳ ከሚያደርጉትና እጃቸው በደም ከተጨማለቀ ግለሰቦች ጋር ለመስራት ተስማሙ ማለት ነው? ቆርጠው ገቡበት?,0,
የምታየው ቆጮ መቁረጫ አይደለም,0,
ፌደራሊስ ሀይሎችን  እንቀላቀላለን ??  ሀገር አሸባሪዎች ወይም ገንጣዮች  በእንዶድ ታጥባ ወደ  ፌደራሊስ ሀይሎች  ተቀይራለች ።  ወይ የኢትዮጵያ…,0,
አፍሬያለሁ!! ይህ ሃሳብ በቆምንበት ክፍለ ዘመን ከሚያስብ እዕምሮ የማይጠበቅ ተራ ሃሳብ ነው,0,
ከህወሀት አቸኳይ ስብሰባ ምንም አዲስ ነገር አይመጣም:: ያው ከዳተኞች የሚለው አዲስ ዜማቸው ብቻ ነው::የትግራይ እድል በትግራይ ወጣቶች እጅ ነው!,0,
ይሄ እኩይ ሰው መልዕክት አስተላልፎአል። ስለዚህ አማራ ክልል ባሉ ከፍተኛ የትምህርት ተቋማት ወይንም በሌሎች የኦሮሚያ ከተሞች በአብን የተጠነሰሰ ሴራ እንጠብቃለን,0,
በብሔራዊ ፈተና የተሰራው ስህተት አሁንም በአንድ ብሔር ተደግሟል። አዴፓ በከተማ የአማራን ጥቅም ለማስጠበቅ 18 ከፍተኛ ወጣት አመራሮችን ከክልሉ አስመጥቶ ሚዛናዊነት የጎደለው መጠነ…,0,
ንገሪልኝ እስቲ ለዚህ ምድረ ኮተት,0,
መዉጣት ፈልጓል ይሄ በሽተኛ,0,
አህመዲን  ጀበል  የተባልው  ጭሎ ለአሜሪካ  ፀሎት  ማድረግላይ  ይሆን?  አንድ  ቀን  ጏንታናሞ  መላኩ  አይቀሬ  ነው!,0,
ከማል ገልቹና ዳውድ ኢብሳ ኤርትራ ላይ እንኳን አልተስማሙም,0,
Abiy ahmed ምን ያክል ውሸታም አስመሳይ እንደሆነ ከዚህ በላይ ማሳያ ያለም። ከ ጥቂት ሳምንታት በፊት የወርቅ ሃብል ሲሸልም እየተወነ ነበር ?? የጠቅላይ ሚኒስትሩና የመከላከያ…,0,
አማራ  ጠላትህ ቤትህ ዉስጥ ነዉ ያለዉ። አማራን ወይም የክርስትና እምነት ተከታዮችን  ቆራርጠን ነዉ እምንጥላችሁ ።   ባህርዳር   ላይ ለአማራ ህዝብ የተሰጠ ማስጠንቀቁያ።,0,
ይህ ትንሽ መስመር የሳተ ይመስለያል::ለውጡ ገና ህብረተሰቡ ስላልተለማመደው አያስፈልግም በሚል ፍልስፍና ምኑን ስራ ልንሰራ ነው:: የቆንቆ ነገር ልክ ቢሆን…,0,
ሁሌም ልክ ነኝ :-),0,
ቆይ ግን ከምር በወንድ የምትጠራት ምን ብላ ቆሽትህን እንዲህ ብታደብነው ነው,0,
የሀገራችን ውድቀት እና የዘረኝነቱም መነሻው የራሳቸውን እምነት ከማስተማር ይልቅ የሌላውን ሀይማኖት፣ ቋንቋ፣ ብሔር፣... መስደብ እውቀት የሚመስላቸው ‹‹የሀማኖት…,0,
እንዳንተ አይነቱ ዶማ ነው ሀገሪቷን የመረዘው መርዝ አንተን ብሎ ተናጋሪ አስመሳይ,0,
ራያ ሻጭ ኮሚቴ ጭንቀት ውስጥ ናቸው። ደመወዝ ሳይከፈል ነገሩ መበላሸት መጀመሩ አስደንግጧቸዋል። የውሸት ወሬ እያፈላለጉ መፖሰት ጀምረዋል። ሰው ሬሳው የሚጥልበትን ያጣል?,0,
Happy 2020 ትልቅ ሰው :)  ኑኑሻ ልበላት ቂቂሻ...እንደው ወኔዋ ተመችቶኝ ነው እንጂ:: በፌሚኒስቶቹ አዲስ ዓመት ሎጋ የሆነች ከሜካፕ እና ከፆ…,0,
ቀይ ውሸት አለ? ??,0,
ጣልያን የነካካው አስቸጋሪ ነው,0,
ድህነት,0,
ምንም ወሬ ያውራ ስራ አይስራና ወጣቱም ስሌት ሳይሆን በስሜት በስሌት የሚነዳ ሰው ነው። ሀሳብ የሌለው ሁሌም የሚያለቃቅስ ግለሰብ ነው።,0,
የአሜሪካ ድምፅ ሀላፊነት የተሞላበት አሰራር ባይከተልና የለማን ቃለ ምልልስ እንደወረደ ቢያቀርበው ኢትዬጵያ ውስጥ ምን ሊፈጠር ይችል እንደነበር አናውቅም እሱም ቃለ ምልልሱን የሰጠው…,0,
አድሎ ደርሶብህ የማታውቅ ከሆነ ወይ ሀይማኖትህን ለቀህ ከነሱ ጋር አንድ ( ታቦት ሸኚ)  ሆነሀል  ወይ ደግሞ ጨቆናውን ለምደህዋል ማለት ነው።,0,
የአብይ አሽከር ገረድ መሆናቹሁን ሁሉም ያውቃል አሁንም ከግርድና አያውጣቹሁ ምድረ ጥንብ,0,
ምን ማለት ነው ደሞ? እኔኮ ሰገጤዎች ኬት እንደሚያገኙኝ አላውቅም! ☺️ ዞርርር በል እስኪ,0,
የአፍሪካ ቀንድ ፣ ሰሜን ኢትዮጵያ የሚገኘው የISIS ቅርንጫፍ TPLF እየተባለ የሚጠራው የአጋንንቶች ጥርቅም ነው ይህን አሰቃቂ ፣ ኢ-ሰ…,0,
፫. ኤርታዕለ በቀን መጎብኘት በጣም ከባድ ስለሆነ ኣስጎብኚዎች በጥንቃቄ በሚመሩት የጉብኝት ፕሮግራም መሰረት ከኣመሻሽ ጀምሮ የሚከወን መሆኑን ማወቅ ለጥንቃቄ ይረዳዎታል። በቀን ለመጓ…,0,
ጆን ብዙ ግፍ አለብህ ማለት ነው...??,0,
ክርስትያን ታደለ በማንነቱ ተለይቶ ተረኛ ነን በሚሉ የኦሮሞ ገዥዎች የታሰረ መሆኑ ግልፅ ነው። ይህ በግፍ እና እብሪት የታሰረን ሰው ነፃ ለሚያወጣ ትግል ቅድምያ መስጠት ለኢዜማ በዘረ…,0,
ምንድነው በአፋር ባለሃብት ማለት በኢትዮጵያዊ ማለት አይበቃም ?!,0,
አንተም ተዘጋጀ የአነተም ፀጉር 2020አያልፍም ምነዉ አላየህዉም እንዴ ፀጉርህ መመለጥ ጀምሯል,0,
Conga ድንዙዞችን የበለጠ ለማደንዘዝ የምትሄድበት መንገድ ዛሬ አድርሶሀል እግዚአብሔር ግን እንደሰው አይደለም 100% የሙስሊም ተወላጆችን ሰብስበህ ኢትዮጵያዊ…,0,
?????? አጉል ዝና,0,
አትፍራ ; ያንተ ችግር ሀገሪቱ ካለችበት ውስብስብ ሁኔታ አይበልጥም ። እናት ሀገር ወይም ሞት ሲባል አልነበረ እንዴ ?  ለማ ማታለል የጀመረው አሁን አይደለም ።…,0,
ለእነሱ ምርጥ የክርክር መልስ አለኝ - ፋኩ! :-),0,
ወንጀልሎኞችን ለህግ አቅርብ አጠገብህ ያለው እየወጣ ከመደንፍት ይቆጠብ እውነት ህግ ያለበት አገር ቢሆን ኖሮ እንደሽመልስ አይነቱ መሃይም ከስልጣን ይባረር ነበረ…,0,
አሹፉ ብቻ,0,
ምን ይሆን የተማሩት? የኢሀድግ ትውልድ የዞረበት!,0,
የጀመርኩትን ሳልጨርስማ አልሄድም ብሎ መሰለኝ??????....ብቻ ሰይጣን አያሳስትህ...ወገቡ ግን ተረፈ???,0,
ኸረ ተይኝ ፣ ስንቱን ትንኝ አባረን እንደምንችል እኮ ነው ግራ የገባኝ,0,
እንዳንተ አይነት የተስፋፊነት አቀንቃኝ ከኢዜማ ጋር መሳፈጥ ምን ይጠቅምሃል? ከብሄረተኞችም ተጣልተህ: ከኢዜማም ተጣልተህ..... Take a chill pill bru ??,0,
ጥፋት ሳላጠፋ በእርከን ፬ ተከስሼ ለማን አቤት ይባላል?,0,
የሸገር ልዩ ወሬ-በጦርነት እና በሕመም 5 ልጆቻቸውን ያጡት የጨው በረንዳዋ እማሆይ ፀሐይነሽ ኃይሉ ዓይኖቻቸውን ያጡት በእንባ ብዛት ነው,0,
ላንተ አይደለም,0,
ሰሞኑን ብዙ አስደማሚ (ታጥቦ ጭቃ ) የሆኑ ፖለቲካዊ ዜናዎችን ሳንሰማ አንቀርም::  አጃይብ ነው !,0,
⃣Realtime Photography  አቢሲኒያውያን ጨለንቆ ላይ በመቶዎች የሚቆጠሩ ሙስሊሞችን ከጨፈጨፉ በሗላ ለሽንፈታቸው ቋሚ ማስታወሻ እንዲሆን እና የትውልዱን ሞራል እንዲሰበር በ…,0,
ቃሉ አሉታዊ ነው ብዬ ነው,0,
“ነፍጠኛ የነፍጠኛነት ልጅ እንጂ አባቱ አይደልም“ ለነፍጠኛ እኩልነትሲኦሉ ናት የምቀኝነት የአጉልየበላይነት ሥነልቦና ነው፤ የትኛ…,0,
ዲያቢሎስ ጥፋ ከዚህ መርዝ,0,
ታምራት የሚባል ተምሬ ኣውቃለህኝ በማለት ኤሪትራን እና ህዝብዋን ያለተማሩ እንደ ሃገር መብት መሰጣት ኣይገባትም ኤሪትራ በኢትዮጵያ ታች መሆን ኣለባት ይላንል ራሲታዊ ቃላት መናገሩን…,0,
ለማ መገርሳ ሆይ! የቀድሞ ወዳጅህ ናሁሰናይ ከመቐለ ይህን ባለ 6 ነጥብ መልእክት ልኮልሃል፦  1. ጠባቂዎችህን ሙሉ በሙሉ ከአብይ ንኪኪ እና ትእዛዝ አፅዳ፡፡ የጥበቃ ጥንካሬው ሶስት…,0,
ፋራ የመንደር ዱርዬ ስራ ፈተን አንተን ስንከተል አልታየህም ምድረ ዱቄት እኛ ብዙ ስራ አለብን ኮተት,0,
አቃቢ ህግ የፖለቲካ ተላላኪ አሽቃባጭ መ/ቤት ሌላ ምን ስራ አለው?,0,
የትምህርት ስርዓት መውደቅን / / / አክራሪ ዘረኝነት / / / የከፋ የስራ አጥነት (ድህነት) / / / ለአለም እጅግ ጠቃሚ ቦታ(red sea) መገኘታችን / / / የፖለቲካ አለመረ…,0,
አፍንጫ ጎራዳ ሆነሽ ጠየም ካለሽ ትንሽ ከንፈርሽማ ወፍሮ ፀጉርሽ ከርደድ ካለ በቃ አንቺማ ጋና ነሽ ነበር የሚሉን ባርያው ወይም ሻንቆ ደግሞ የቤት ስምሽ,0,
ዘመኑ እኮ ጳጳስ ካልሆንኩኝ ያለ ሰው ነው,0,
የሰውን አንገት ቆርጦ ሰውን በቁመና አንድዶ ቤተክርስትያን  አቃጥሎ  እፀድቃለሁ ብሎ ከሚያስብ አማኝ  ነኝ ባይ  ጋር  መኖር  በራሱ  ጥበብ ያስፈልገዋል  ።…,0,
ይህን አደባባይ እሱ አለው እንጂ አሰብ እያለ እስከዛሬ የሚያለቅስ ሁሉ እንጨርሳቸው ከሚል የበላይነት ስሜት አያመልጥም። እንኳን ራሱን የቻለን አገር  አsውን ለ…,0,
ስብርብርሽ ወጥቶ የለ እነዴ? እኔ አስራ 3 ??,0,
እስክንድር ለፋውል አዲስ ባይሆንም ሞጣ ላይ በሠራው ፋውል ምክንያት ማንነቱ ፍንትው ብሎ በመታየቱ ከጥላቻ መደብሩ ውልቅ እያለ ያለው ሰው የበዛ ሆኖ ታይቶኛል። ከባድ እና በቅቤ ሊታሽ…,0,
አማራክልል የሕወሓትን ፋና በመከተል ሙስሊሙን የማሳቀቅ፣ የማጥላላትና መንፈሳዊ መብቶቹን የመንጠቅ ሥራ እየሠራ ነው! ይህ እብደት በምን መልኩ ክልሉን ይጠቅማል ተብሎ እንደታሰበ ለሰ…,0,
የታይሊን ስዊፍት እርግማን በ Justin Mouse ላይ ወድቋል ስለዚህ እርሷ እርግማን ከሰይጣን የበለጠ ጠንካራ እና በመንገዱ ላይ የቆመ ማንኛውም ሰው እብድ እና ህይወቱን ያበላሻል ፡፡,0,
ማን አባቱ ነው እሱ እንዲህ የሚለው?  ቅ ል ራስ በለው...,0,
እንዲህ ቅጥ ያጣ ፣ እሰሩ ማፍረስ ዓይነት አስተዳደር ?!?! አዲስ ችግኝ ተከሎ ለማልማት ሽር ጉድ እየተባለ ; ጥንታዊ ደንን እያወደሙ የድንጋይ ግንብ ማቆም ም…,0,
እንደተበላሽች ነው የሚነግርዎት ታዲያ እርሶ የሚመሯት ሃገር የአለም አንዱ ክፍል መሆኗ ብቻ ሳይሆን የስለጠነ አገር ተቀምጦ በየመንገዱ ለመጋደ…,0,
ሆንግ ኮንግ የፈረንጆቹን አዲስ ዓመት በተቃውሞ ተቀበለች,0,
ታድያ ቃየል ለምንድነው አቤልን የገደለው  የማይመስል አማርኛ ባናወራስ‼‼‼,0,
ሴት ልጅ የሚበጃትን ወንድ ለትዳር መምረጥ በጣም ይኖርባታል ብዙ እህቶቻችን በትዳር ቅስማቸው ተስብሯል።,0,
Shame on መረራ ?? ሌላ ምን ይባላል !,0,
ነን: ተምረውት እንጂ: ሌላ አይደለም: እውነት ህዝቡ ላይ ያለው ስሜት ቢሆን ተሰደው አይመጡም: ሲቀጥ እንዲህ አይነት ፖለቲካ ሀገር የሚያሳጣ እንጂ አምስት ሳንቲም አጨምሩም!,0,
የሁለት ዓለም እናቶች ******************************************** መሽረፍት በአንድ እጁ የአዲስ አበባ አረጋውያን እናቶችን እንጀራ ያጎርሳል …በሌላኛው እጁ…,0,
ሁሌ ተስፋ ብቻ,0,
ስማ ስለ ኤርትራ የሰጠህው ቆሻሻ ኣስተሳሰብ ይቅሬታ ጠይቅበት አልያ መዘዙ ብዙ ነው ።,0,
